congress,party_code,nominate_dim1
40,200,0.312
40,200,0.365
40,200,0.256
40,200,0.43
40,200,0.288
40,200,0.363
40,200,0.313
40,200,0.386
40,200,0.304
40,200,0.39
40,100,-0.159
40,200,0.382
40,100,-0.254
40,100,-0.187
40,100,-0.263
40,100,-0.148
40,200,0.338
40,100,-0.307
40,200,0.319
40,200,0.361
40,200,0.19
40,200,0.282
40,200,0.342
40,100,-0.255
40,100,-0.545
40,200,0.016
40,200,0.191
40,100,-0.443
40,200,0.238
40,200,0.286
40,200,0.193
40,200,0.185
40,200,0.197
40,200,0.265
40,200,0.215
40,100,-0.297
40,200,0.308
40,100,-0.365
40,200,0.259
40,200,0.307
40,200,0.305
40,100,-0.287
40,200,0.273
40,200,0.29
40,100,-0.434
40,100,-0.374
40,200,0.233
40,200,0.328
40,200,0.171
40,200,0.351
40,200,0.314
40,200,0.306
40,200,0.31
40,200,0.286
40,200,0.346
40,200,0.305
40,200,0.336
40,100,-0.532
40,100,-0.484
40,100,-0.42
40,100,-0.448
40,100,-0.714
40,100,-0.519
40,100,-0.548
40,200,0.234
40,100,-0.412
40,200,0.306
40,100,
40,200,0.322
40,200,0.291
40,200,0.409
40,200,0.269
40,200,0.341
40,200,0.372
40,200,0.253
40,200,0.272
40,100,-0.352
40,100,-0.347
40,100,-0.401
40,200,-0.088
40,200,0.389
40,200,0.353
40,200,0.304
40,200,0.386
40,200,0.321
40,200,0.285
40,200,0.451
40,200,0.422
40,200,0.386
40,200,0.316
40,200,0.343
40,200,0.209
40,200,0.406
40,200,0.315
40,200,0.308
40,200,0.406
40,200,0.357
40,200,0.319
40,200,0.268
40,200,0.23
40,200,0.21
40,200,0.257
40,200,0.376
40,100,-0.208
40,200,0.212
40,100,-0.31
40,200,0.263
40,200,0.331
40,200,0.348
40,200,0.288
40,200,0.221
40,200,0.474
40,200,0.398
40,200,0.383
40,100,-0.392
40,200,0.295
40,200,0.26
40,200,0.353
40,100,-0.283
40,200,0.304
40,100,-0.225
40,100,-0.167
40,100,-0.258
40,200,0.401
40,200,0.275
40,200,0.37
40,200,0.393
40,100,-0.61
40,200,0.196
40,200,0.373
40,100,-0.361
40,200,0.549
40,200,0.297
40,200,0.296
40,200,0.376
40,200,0.394
40,200,0.363
40,100,-0.259
40,200,0.406
40,100,-0.324
40,200,0.338
40,100,-0.278
40,100,-0.26
40,200,0.433
40,200,0.446
40,200,0.176
40,200,0.336
40,100,-0.27
40,200,0.131
40,200,0.125
40,200,0.351
40,200,0.29
40,200,0.244
40,200,0.29
40,200,0.446
40,200,0.154
40,200,0.263
40,200,0.175
40,200,0.27
40,200,0.257
40,200,0.319
40,200,0.205
40,200,0.292
40,200,0.2
40,200,0.177
40,200,0.302
40,100,-0.456
40,100,-0.387
40,200,0.311
40,200,0.349
40,200,0.268
40,200,0.26
40,100,-0.591
40,200,0.323
40,200,0.297
40,200,0.216
40,100,-0.329
40,200,0.334
40,200,0.506
40,200,0.46
40,100,-0.524
40,200,0.387
40,200,0.983
40,100,-0.34
40,100,-0.379
40,200,0.391
40,200,0.263
40,200,0.21
40,200,0.338
40,200,0.339
40,200,0.347
40,200,0.457
40,200,0.371
40,200,0.396
40,200,0.454
40,100,-0.3
40,200,0.272
40,200,0.289
40,200,0.325
40,100,-0.49
40,200,0.271
40,200,0.313
40,100,-0.426
40,200,0.408
40,200,0.353
40,200,0.355
40,200,0.391
40,200,0.206
40,200,0.424
40,200,0.343
40,200,0.341
40,200,-0.024
40,200,0.271
40,200,0.359
40,200,0.255
40,200,0.212
40,200,0.291
40,200,0.231
40,200,0.229
40,200,0.471
40,200,0.179
40,200,0.187
40,200,0.213
40,200,0.322
40,100,-0.458
40,200,0.264
40,200,0.323
40,200,0.419
40,200,0.33
41,200,0.386
41,200,0.312
41,100,-0.429
41,200,0.23
41,200,0.232
41,100,-0.452
41,200,0.313
41,100,-0.103
41,200,0.39
41,100,-0.159
41,100,-0.254
41,200,0.289
41,100,-0.187
41,200,0.238
41,200,0.338
41,200,0.28
41,100,-0.387
41,200,0.319
41,200,0.141
41,200,0.361
41,100,-0.16
41,200,0.526
41,100,-0.272
41,100,-0.411
41,200,0.261
41,100,-0.545
41,200,0.224
41,100,-0.443
41,200,0.238
41,100,-0.283
41,200,0.286
41,200,0.193
41,200,0.329
41,200,0.079
41,200,0.197
41,200,0.265
41,200,0.215
41,100,-0.297
41,100,-0.52
41,200,0.228
41,200,0.259
41,200,0.307
41,100,-0.287
41,200,0.29
41,100,-0.434
41,100,-0.374
41,200,0.233
41,200,0.328
41,200,0.328
41,200,0.346
41,100,-0.313
41,200,0.351
41,200,0.314
41,200,0.286
41,200,0.304
41,200,0.436
41,200,0.36
41,200,0.37
41,200,0.536
41,200,0.336
41,100,-0.532
41,100,-0.484
41,100,-0.42
41,100,-0.519
41,100,-0.548
41,100,-0.304
41,100,-0.433
41,100,-0.571
41,100,-0.412
41,100,-0.579
41,200,0.285
41,200,0.292
41,200,0.322
41,200,0.253
41,200,0.291
41,200,0.269
41,200,0.284
41,200,0.341
41,200,0.302
41,200,0.253
41,100,-0.352
41,100,-0.356
41,100,-0.414
41,100,-0.401
41,100,-0.286
41,200,0.389
41,200,0.304
41,200,0.386
41,200,0.367
41,200,0.334
41,200,0.321
41,200,0.285
41,200,0.329
41,200,0.422
41,200,0.386
41,200,0.316
41,200,0.343
41,200,0.209
41,200,0.354
41,200,0.315
41,200,0.353
41,200,0.381
41,200,0.41
41,100,-0.257
41,200,0.326
41,200,0.238
41,200,0.302
41,200,0.224
41,200,0.376
41,200,0.247
41,200,0.23
41,200,0.274
41,200,0.39
41,200,0.28
41,200,0.164
41,100,-0.208
41,200,0.348
41,100,-0.205
41,200,0.288
41,200,0.182
41,200,0.474
41,200,0.398
41,200,0.383
41,100,-0.362
41,100,-0.426
41,100,-0.392
41,200,0.26
41,200,0.353
41,200,0.304
41,200,0.401
41,100,-0.167
41,100,-0.287
41,200,0.401
41,200,0.358
41,100,-0.332
41,200,0.24
41,200,0.37
41,200,0.44
41,100,-0.61
41,100,-0.143
41,100,-0.324
41,200,0.392
41,200,0.35
41,200,0.549
41,200,0.297
41,200,0.534
41,200,0.296
41,100,-0.285
41,200,0.363
41,100,-0.259
41,100,-0.184
41,100,-0.426
41,200,0.402
41,100,-0.271
41,200,0.407
41,100,-0.185
41,200,0.279
41,200,0.176
41,200,0.336
41,200,0.34
41,100,-0.27
41,200,0.331
41,200,0.131
41,200,0.262
41,200,0.125
41,200,0.29
41,200,0.244
41,200,0.29
41,100,-0.512
41,100,-0.401
41,200,0.195
41,200,0.154
41,200,0.263
41,100,-0.414
41,200,0.292
41,100,-0.294
41,200,0.302
41,200,0.353
41,100,-0.456
41,100,-0.387
41,200,0.416
41,200,0.349
41,200,0.306
41,200,0.271
41,100,-0.288
41,200,0.353
41,100,-0.591
41,200,0.323
41,200,0.297
41,200,0.187
41,100,-0.185
41,200,0.448
41,200,0.506
41,200,0.438
41,200,0.46
41,200,0.387
41,200,0.45
41,100,-0.34
41,200,0.398
41,100,-0.361
41,200,0.391
41,200,0.338
41,100,-0.594
41,200,0.457
41,200,0.371
41,200,0.407
41,200,0.396
41,200,0.34
41,200,0.426
41,100,-0.3
41,100,-0.447
41,200,0.272
41,100,-0.658
41,200,0.325
41,200,0.396
41,100,-0.49
41,100,-0.426
41,200,0.408
41,200,0.353
41,200,0.355
41,200,0.535
41,200,0.359
41,200,0.424
41,200,0.424
41,200,0.343
41,200,0.341
41,200,-0.024
41,200,0.271
41,200,0.435
41,200,0.361
41,200,0.212
41,200,0.351
41,200,0.362
41,100,-0.37
41,200,0.281
41,200,0.321
41,200,0.231
41,200,0.229
41,200,0.249
41,200,0.246
41,200,0.353
41,200,0.34
41,200,0.401
41,200,0.316
41,200,0.234
41,200,0.45
41,200,0.322
41,100,-0.458
41,200,0.264
41,200,0.323
41,200,0.419
41,200,0.33
42,200,0.312
42,100,-0.429
42,100,-0.416
42,200,0.23
42,100,-0.31
42,200,0.277
42,200,0.313
42,100,-0.462
42,200,0.315
42,200,0.178
42,200,0.306
42,200,0.289
42,100,-0.187
42,200,0.304
42,200,0.238
42,200,0.338
42,200,0.28
42,100,-0.387
42,100,-0.596
42,200,0.398
42,100,-0.471
42,200,0.296
42,100,-0.712
42,100,-0.362
42,100,-0.411
42,200,0.243
42,200,0.261
42,100,-0.545
42,200,0.268
42,200,0.224
42,200,0.238
42,100,-0.283
42,200,0.193
42,200,0.278
42,200,0.329
42,200,0.079
42,100,-0.297
42,100,-0.52
42,200,0.228
42,100,-0.298
42,100,-0.38
42,200,0.411
42,100,-0.249
42,200,0.307
42,100,-0.287
42,100,-0.434
42,100,-0.29
42,100,-0.374
42,200,0.328
42,200,0.328
42,200,0.346
42,100,-0.313
42,200,0.351
42,200,0.355
42,200,0.322
42,200,0.327
42,200,0.304
42,200,0.364
42,200,0.436
42,200,0.323
42,200,0.401
42,100,-0.532
42,100,-0.534
42,100,-0.484
42,100,-0.496
42,100,-0.304
42,100,-0.465
42,100,-0.613
42,100,-0.433
42,100,-0.579
42,200,0.285
42,200,
42,200,0.292
42,200,0.253
42,200,0.291
42,200,0.269
42,200,0.387
42,200,0.284
42,200,0.341
42,200,0.253
42,100,-0.352
42,100,-0.356
42,100,-0.368
42,100,-0.851
42,100,-0.286
42,200,0.389
42,200,0.304
42,200,0.367
42,200,0.334
42,200,0.321
42,200,0.337
42,200,0.285
42,200,0.481
42,200,0.329
42,200,0.422
42,200,0.386
42,200,0.316
42,200,0.209
42,200,0.354
42,200,0.33
42,200,0.353
42,100,-0.056
42,200,0.327
42,200,0.338
42,200,0.295
42,200,0.326
42,200,0.238
42,200,0.302
42,200,0.224
42,200,0.376
42,200,0.39
42,100,-0.368
42,200,0.27
42,100,-0.387
42,100,-0.208
42,200,0.306
42,100,-0.205
42,200,0.288
42,100,-0.1
42,100,-0.099
42,100,-0.221
42,100,-0.232
42,100,-0.362
42,100,-0.339
42,200,0.295
42,200,0.449
42,200,0.26
42,100,-0.167
42,100,-0.296
42,200,0.266
42,100,-0.332
42,200,0.386
42,100,-0.158
42,200,0.234
42,200,0.297
42,100,-0.184
42,200,0.37
42,200,0.43
42,200,0.353
42,100,-0.217
42,100,-0.184
42,200,0.354
42,200,0.35
42,100,-0.329
42,100,-0.059
42,100,-0.176
42,200,0.41
42,200,0.427
42,200,0.388
42,100,-0.185
42,200,0.339
42,100,-0.29
42,100,-0.246
42,200,0.322
42,100,-0.307
42,200,0.34
42,100,-0.316
42,100,-0.27
42,200,0.331
42,100,-0.192
42,100,-0.243
42,100,-0.128
42,100,-0.401
42,200,0.294
42,100,-0.418
42,200,0.195
42,200,0.154
42,200,0.263
42,100,0.121
42,100,-0.41
42,200,0.315
42,200,0.292
42,100,-0.313
42,100,-0.417
42,200,0.388
42,100,-0.456
42,200,0.416
42,200,0.328
42,200,0.268
42,200,0.306
42,200,0.419
42,200,0.271
42,200,0.353
42,100,-0.591
42,200,0.297
42,100,-0.497
42,100,-0.276
42,200,0.53
42,200,0.387
42,100,-0.16
42,100,-0.34
42,100,-0.112
42,100,-0.361
42,200,0.355
42,200,0.391
42,200,0.143
42,100,-0.187
42,200,0.306
42,200,0.338
42,100,-0.277
42,200,0.371
42,200,0.407
42,200,0.34
42,100,-0.3
42,200,0.272
42,100,-0.192
42,200,0.273
42,100,-0.231
42,100,-0.374
42,200,0.396
42,200,0.363
42,200,0.368
42,200,0.308
42,200,0.506
42,200,0.359
42,200,0.424
42,100,-0.422
42,200,0.341
42,100,-0.434
42,100,-0.436
42,100,-0.357
42,200,0.271
42,100,-0.377
42,100,-0.49
42,200,0.362
42,100,-0.37
42,100,-0.418
42,100,-0.254
42,100,-0.405
42,200,0.231
42,200,0.229
42,200,0.249
42,100,-0.346
42,100,-0.276
42,100,-0.559
42,100,-0.435
42,200,0.353
42,200,0.34
42,200,0.441
42,100,-0.607
42,100,-0.556
42,100,-0.521
42,200,0.316
42,200,0.41
42,100,-0.458
42,200,0.408
42,100,-0.106
42,200,0.459
42,200,0.419
43,100,-0.652
43,200,0.23
43,200,0.294
43,200,0.464
43,200,0.238
43,100,-0.31
43,200,0.149
43,100,-0.393
43,200,0.394
43,200,0.315
43,200,-0.178
43,200,0.464
43,200,0.306
43,100,-0.26
43,200,0.371
43,100,-0.187
43,200,0.304
43,200,0.238
43,200,0.338
43,200,0.188
43,200,0.234
43,200,0.398
43,100,-0.51
43,100,-0.459
43,100,-0.502
43,200,0.165
43,100,-0.572
43,100,-0.481
43,200,0.272
43,100,-0.2
43,200,0.261
43,100,-0.545
43,200,0.294
43,200,0.224
43,200,0.41
43,100,-0.379
43,200,0.243
43,200,0.278
43,100,-0.386
43,200,0.278
43,200,0.166
43,200,0.329
43,200,0.426
43,100,-0.346
43,100,-0.297
43,200,0.25
43,200,0.255
43,100,-0.402
43,200,0.31
43,200,0.277
43,100,-0.38
43,200,0.331
43,200,0.288
43,200,0.307
43,100,-0.287
43,200,0.273
43,100,-0.374
43,200,0.233
43,200,0.328
43,200,0.316
43,200,0.328
43,200,0.346
43,200,0.351
43,200,0.355
43,100,-0.32
43,200,0.322
43,200,0.327
43,200,0.251
43,200,0.286
43,200,0.304
43,200,0.237
43,200,0.364
43,200,0.462
43,200,0.274
43,200,0.358
43,200,0.401
43,200,0.216
43,100,-0.532
43,100,-0.534
43,100,-0.484
43,100,-0.367
43,100,-0.496
43,100,-0.357
43,100,-0.464
43,100,-0.613
43,100,-0.381
43,100,-0.498
43,200,0.285
43,100,
43,200,0.292
43,200,0.253
43,200,0.355
43,200,0.291
43,200,0.269
43,200,0.31
43,200,0.387
43,200,0.284
43,200,0.925
43,200,0.253
43,100,-0.352
43,200,0.166
43,100,-0.311
43,100,-0.286
43,100,-0.515
43,200,0.334
43,200,0.321
43,200,0.337
43,200,0.285
43,200,0.293
43,200,0.41
43,200,0.337
43,200,0.329
43,200,0.422
43,200,0.179
43,200,0.346
43,200,
43,200,0.466
43,200,0.292
43,200,0.347
43,200,0.448
43,200,0.354
43,200,0.263
43,200,0.33
43,200,0.42
43,200,0.327
43,200,0.243
43,200,0.274
43,200,0.338
43,200,0.295
43,200,0.29
43,200,0.326
43,200,0.368
43,100,-0.374
43,200,0.438
43,200,0.302
43,200,0.259
43,100,-0.439
43,100,-0.324
43,100,-0.499
43,100,-0.368
43,100,-0.463
43,100,-0.433
43,100,-0.331
43,200,0.27
43,200,0.257
43,200,0.306
43,200,0.084
43,100,-0.354
43,100,-0.205
43,200,0.252
43,100,-0.1
43,100,-0.232
43,200,0.244
43,200,0.398
43,200,0.399
43,200,0.334
43,100,-0.272
43,200,0.449
43,200,0.235
43,200,0.397
43,200,0.516
43,200,0.42
43,100,-0.167
43,200,0.266
43,100,-0.332
43,100,-0.213
43,200,0.395
43,100,-0.293
43,200,0.386
43,200,0.118
43,200,0.449
43,200,0.442
43,200,0.37
43,200,0.43
43,200,0.379
43,200,0.453
43,200,0.227
43,200,0.353
43,100,-0.217
43,200,0.469
43,100,-0.184
43,200,0.35
43,100,-0.329
43,200,0.41
43,100,-0.511
43,100,-0.271
43,200,0.236
43,200,0.388
43,200,0.55
43,200,0.339
43,200,0.421
43,200,0.34
43,100,-0.149
43,200,0.514
43,100,-0.27
43,200,0.207
43,100,-0.495
43,200,0.331
43,100,-0.243
43,100,-0.382
43,200,-0.049
43,200,0.294
43,100,-0.408
43,100,-0.418
43,100,-0.344
43,200,0.326
43,200,0.371
43,100,-0.497
43,200,0.315
43,200,0.292
43,200,0.318
43,100,-0.251
43,100,-0.313
43,200,0.302
43,200,0.388
43,100,-0.261
43,200,0.477
43,200,0.323
43,100,-0.305
43,200,-0.103
43,200,0.242
43,100,-0.462
43,200,0.419
43,200,0.262
43,100,-0.228
43,200,
43,200,0.428
43,200,0.385
43,200,0.438
43,100,-0.314
43,200,0.067
43,200,0.355
43,200,0.391
43,200,0.143
43,100,-0.395
43,200,0.306
43,200,0.284
43,200,0.371
43,200,0.407
43,200,0.396
43,200,0.34
43,100,-0.3
43,200,0.36
43,200,0.361
43,200,0.272
43,200,0.273
43,200,0.309
43,100,-0.231
43,100,-0.374
43,200,0.328
43,200,0.344
43,200,0.211
43,200,0.231
43,200,0.396
43,200,0.363
43,200,0.368
43,200,0.315
43,200,0.389
43,200,0.506
43,200,0.359
43,200,0.284
43,200,0.424
43,100,-0.501
43,100,-0.422
43,200,0.341
43,200,0.184
43,200,0.142
43,200,0.348
43,200,0.271
43,200,0.255
43,200,0.255
43,100,-0.49
43,100,-0.418
43,100,-0.254
43,100,-0.405
43,100,-0.639
43,100,-0.471
43,100,-0.456
43,200,0.381
43,200,0.231
43,200,0.249
43,100,-0.602
43,100,-0.44
43,100,-0.435
43,100,-0.416
43,200,0.353
43,200,0.009
43,200,-0.002
43,200,0.441
43,200,0.196
43,100,-0.434
43,200,0.269
43,100,-0.521
43,200,0.41
43,100,-0.458
43,200,0.408
43,200,0.307
43,100,-0.106
43,200,0.459
43,200,0.419
43,200,0.372
44,100,-0.643
44,100,-0.652
44,100,-0.51
44,200,0.415
44,200,0.23
44,100,-0.436
44,100,-0.455
44,100,-0.526
44,100,-0.33
44,100,-0.393
44,100,-0.429
44,100,-0.178
44,100,-0.26
44,200,0.371
44,100,-0.241
44,100,-0.432
44,200,0.178
44,100,-0.187
44,100,-0.215
44,100,-0.208
44,200,0.338
44,200,0.437
44,100,-0.222
44,100,-0.205
44,100,-0.447
44,200,0.234
44,200,0.398
44,100,-0.459
44,100,-0.294
44,100,-0.502
44,100,-0.572
44,100,-0.373
44,100,-0.323
44,100,-0.474
44,100,-0.2
44,100,-0.171
44,200,0.224
44,200,0.41
44,100,-0.379
44,100,-0.386
44,200,0.278
44,200,0.166
44,100,-0.254
44,100,-0.37
44,200,0.339
44,200,0.426
44,100,-0.107
44,100,-0.402
44,100,-0.458
44,100,-0.325
44,100,-0.165
44,200,0.48
44,100,-0.363
44,200,0.297
44,100,-0.418
44,200,0.288
44,200,0.299
44,100,-0.367
44,100,-0.399
44,100,-0.086
44,100,-0.287
44,100,-0.496
44,200,0.273
44,100,-0.434
44,100,-0.4
44,100,-0.232
44,200,0.339
44,100,-0.408
44,100,-0.317
44,200,0.251
44,200,0.304
44,200,0.237
44,200,0.35
44,200,0.462
44,200,0.39
44,200,0.328
44,200,0.274
44,200,0.324
44,100,-0.139
44,200,0.216
44,100,-0.53
44,100,-0.623
44,100,-0.367
44,100,-0.569
44,100,-0.357
44,100,-0.519
44,100,-0.548
44,100,-0.464
44,100,-0.524
44,100,-0.18
44,200,0.361
44,200,0.285
44,100,-0.321
44,100,-0.363
44,100,-0.279
44,200,0.292
44,200,0.695
44,100,-0.495
44,200,0.269
44,200,0.31
44,200,0.533
44,200,0.387
44,200,0.284
44,200,0.497
44,100,-0.403
44,100,-0.311
44,100,-0.404
44,100,-0.286
44,100,-0.322
44,100,-0.316
44,100,-0.238
44,200,0.334
44,100,-0.258
44,200,0.399
44,200,0.302
44,200,0.41
44,200,0.329
44,200,0.179
44,100,-0.125
44,100,-0.231
44,100,-0.184
44,200,0.347
44,200,0.354
44,100,-0.12
44,200,0.42
44,100,0.14
44,200,0.327
44,200,0.243
44,100,-0.161
44,200,0.274
44,200,0.295
44,200,0.364
44,200,0.29
44,100,-0.457
44,100,-0.374
44,200,0.438
44,100,-0.435
44,100,-0.435
44,100,-0.439
44,100,-0.324
44,100,-0.499
44,100,-0.429
44,100,-0.431
44,100,-0.433
44,100,-0.331
44,100,-0.049
44,100,-0.082
44,100,-0.567
44,100,-0.297
44,100,-0.354
44,100,-0.205
44,200,0.252
44,200,0.244
44,100,-0.099
44,200,0.384
44,100,-0.282
44,100,-0.105
44,200,0.334
44,100,-0.272
44,100,-0.189
44,100,-0.361
44,200,0.453
44,100,-0.215
44,200,0.475
44,200,0.37
44,100,-0.287
44,200,0.407
44,200,0.42
44,100,-0.277
44,100,-0.21
44,100,-0.332
44,200,0.364
44,100,-0.158
44,100,-1
44,200,0.449
44,100,-0.251
44,200,0.442
44,200,0.447
44,200,0.387
44,100,-0.198
44,200,0.453
44,100,-0.381
44,100,-0.33
44,200,0.331
44,200,0.412
44,100,-0.318
44,200,0.469
44,100,-0.271
44,200,0.379
44,100,-0.188
44,100,-0.164
44,200,0.34
44,100,-0.149
44,200,0.456
44,100,-0.123
44,100,-0.27
44,100,-0.495
44,100,-0.463
44,200,0.441
44,100,-0.382
44,100,-0.563
44,100,-0.408
44,100,-0.418
44,100,-0.35
44,100,-0.348
44,100,-0.539
44,200,0.371
44,200,0.315
44,200,0.292
44,100,-0.372
44,200,0.302
44,100,-0.365
44,200,0.388
44,100,-0.261
44,100,-0.225
44,100,-0.545
44,100,-0.455
44,100,-0.259
44,100,-0.305
44,100,-0.462
44,100,-0.522
44,200,0.378
44,100,-0.555
44,200,0.262
44,100,
44,100,-0.419
44,100,-0.314
44,100,-0.41
44,100,-0.397
44,100,-0.28
44,200,0.431
44,100,-0.216
44,100,-0.295
44,200,0.391
44,200,0.388
44,100,-0.318
44,100,-0.364
44,100,-0.353
44,200,0.396
44,200,0.34
44,100,-0.142
44,100,-0.3
44,100,-0.222
44,100,-0.223
44,100,-0.27
44,200,0.361
44,100,-0.524
44,200,0.309
44,100,-0.586
44,100,-0.335
44,200,0.396
44,100,-0.372
44,200,0.357
44,200,0.524
44,200,0.48
44,200,0.363
44,200,0.19
44,200,0.535
44,200,0.359
44,200,0.382
44,200,0.424
44,100,-0.501
44,100,-0.422
44,100,-0.522
44,100,-0.563
44,100,
44,100,-0.435
44,100,-0.378
44,100,-0.516
44,200,0.255
44,100,-0.49
44,100,-0.362
44,100,-0.428
44,100,-0.254
44,100,-0.471
44,100,-0.5
44,100,-0.23
44,100,-0.345
44,200,0.381
44,200,0.462
44,100,-0.572
44,100,-0.474
44,100,-0.375
44,100,-0.435
44,100,-0.416
44,200,0.441
44,100,-0.607
44,100,-0.406
44,100,-0.401
44,100,-0.437
44,100,-0.521
44,100,-0.294
44,100,-0.282
44,200,0.442
44,100,-0.537
44,200,0.389
44,100,-0.258
44,200,0.582
44,200,0.459
44,200,0.372
45,100,-0.51
45,100,-0.473
45,100,-0.492
45,100,-0.436
45,100,-0.496
45,100,-0.475
45,100,-0.408
45,100,-0.526
45,100,-0.33
45,100,-0.393
45,100,-0.429
45,200,0.325
45,100,-0.26
45,200,0.353
45,200,0.371
45,100,-0.432
45,200,0.178
45,100,-0.28
45,100,-0.215
45,100,-0.208
45,200,0.437
45,100,-0.222
45,100,-0.205
45,200,0.335
45,100,-0.468
45,100,-0.447
45,100,-0.51
45,100,-0.459
45,100,-0.294
45,100,-0.502
45,100,-0.38
45,100,-0.572
45,100,-0.373
45,100,-0.474
45,100,-0.2
45,200,0.457
45,200,0.29
45,200,0.296
45,200,0.224
45,200,0.41
45,100,-0.386
45,200,0.166
45,100,-0.254
45,100,-0.37
45,200,0.393
45,200,0.339
45,100,-0.346
45,200,0.326
45,200,0.377
45,100,-0.402
45,100,-0.458
45,100,-0.325
45,200,0.489
45,100,-0.294
45,200,0.297
45,100,-0.244
45,200,0.383
45,200,0.323
45,100,-0.406
45,200,0.299
45,100,-0.367
45,100,-0.399
45,200,0.391
45,200,0.273
45,200,0.339
45,200,0.402
45,200,0.363
45,200,0.381
45,200,0.397
45,200,0.392
45,200,0.473
45,200,0.35
45,200,0.346
45,200,0.39
45,200,0.379
45,200,0.404
45,200,0.32
45,200,0.216
45,200,0.355
45,100,-0.53
45,100,-0.623
45,100,-0.554
45,100,-0.491
45,100,-0.569
45,100,-0.357
45,100,-0.548
45,100,-0.542
45,100,-0.487
45,100,-0.435
45,100,-0.256
45,200,0.285
45,100,-0.477
45,100,-0.321
45,100,-0.363
45,200,0.142
45,100,-0.341
45,100,-0.378
45,200,0.387
45,200,0.284
45,200,0.433
45,200,0.425
45,200,0.571
45,100,-0.403
45,100,-0.408
45,100,-0.359
45,100,-0.404
45,100,-0.286
45,100,-0.316
45,200,0.304
45,200,0.321
45,200,0.424
45,200,0.399
45,100,-0.275
45,200,0.283
45,200,0.41
45,200,0.352
45,100,-0.117
45,200,0.389
45,200,0.407
45,200,0.307
45,200,0.442
45,200,0.354
45,200,0.577
45,200,0.42
45,200,0.405
45,200,0.45
45,200,0.468
45,100,-0.161
45,200,0.394
45,200,0.295
45,200,0.321
45,200,0.29
45,100,-0.316
45,100,-0.457
45,100,-0.466
45,100,-0.435
45,100,-0.45
45,100,-0.435
45,100,-0.439
45,100,-0.324
45,100,-0.499
45,200,0.243
45,100,-0.463
45,100,-0.431
45,100,-0.433
45,100,-0.331
45,200,0.177
45,200,0.121
45,100,-0.082
45,200,0.211
45,100,-0.297
45,200,0.417
45,200,0.416
45,200,0.376
45,200,0.384
45,200,0.455
45,100,-0.282
45,100,-0.298
45,100,-0.105
45,100,-0.189
45,200,0.359
45,200,0.39
45,100,-0.361
45,200,0.453
45,200,0.407
45,200,0.37
45,200,0.351
45,200,0.407
45,100,-0.277
45,100,-0.246
45,100,-0.21
45,200,0.378
45,200,0.479
45,200,0.223
45,100,-0.236
45,100,-0.332
45,200,0.494
45,100,-0.306
45,100,-0.166
45,100,-0.251
45,200,0.399
45,200,0.499
45,200,0.5
45,200,0.297
45,200,0.447
45,100,-0.229
45,100,-0.285
45,200,0.336
45,100,-0.32
45,200,0.565
45,100,-0.184
45,100,-0.339
45,200,0.498
45,200,0.379
45,100,-0.304
45,200,0.456
45,100,-0.123
45,100,-0.27
45,200,-0.05
45,100,-0.463
45,100,-0.382
45,100,-0.563
45,100,-0.574
45,100,-0.408
45,100,-0.418
45,100,-0.35
45,100,-0.348
45,200,0.195
45,200,0.371
45,100,-0.34
45,100,-0.282
45,100,-0.368
45,200,0.315
45,200,0.358
45,200,0.292
45,200,0.269
45,200,0.502
45,200,0.405
45,100,-0.365
45,200,0.388
45,200,0.425
45,100,-0.455
45,100,-0.305
45,100,-0.462
45,200,0.425
45,200,0.378
45,200,0.342
45,200,0.309
45,100,-0.317
45,200,0.346
45,100,-0.314
45,100,-0.397
45,200,0.461
45,200,0.508
45,200,0.431
45,200,0.355
45,200,0.391
45,200,0.143
45,100,-0.318
45,100,-0.364
45,200,0.415
45,200,0.396
45,200,0.44
45,100,-0.3
45,100,-0.222
45,200,0.401
45,200,0.309
45,100,-0.335
45,200,0.211
45,100,-0.372
45,200,0.487
45,200,0.487
45,200,0.7
45,100,-0.232
45,200,0.48
45,200,0.363
45,100,-0.308
45,200,0.315
45,100,-0.412
45,200,0.359
45,200,0.382
45,100,-0.501
45,100,-0.422
45,100,-0.522
45,100,-0.563
45,100,-0.435
45,200,0.174
45,100,-0.516
45,200,0.255
45,100,-0.49
45,100,-0.362
45,100,-0.428
45,100,-0.418
45,100,-0.471
45,100,-0.5
45,100,-0.23
45,100,-0.345
45,200,0.479
45,200,0.381
45,200,0.462
45,100,-0.425
45,100,-0.572
45,100,-0.474
45,100,-0.375
45,100,-0.435
45,100,-0.416
45,200,0.245
45,100,-0.496
45,100,-0.406
45,100,-0.401
45,100,-0.392
45,100,-0.403
45,100,-0.294
45,100,-0.233
45,100,-0.352
45,200,0.442
45,200,0.358
45,200,0.494
45,100,-0.258
45,200,0.398
45,200,0.372
46,100,-0.672
46,100,-0.51
46,100,-0.492
46,100,-0.542
46,100,-0.455
46,100,-0.617
46,100,-0.408
46,100,-0.513
46,100,-0.442
46,100,-0.454
46,100,-0.393
46,100,-0.429
46,100,-0.362
46,200,0.325
46,200,0.353
46,200,0.371
46,200,0.178
46,200,0.304
46,200,0.477
46,100,-0.208
46,200,0.437
46,100,-0.397
46,200,0.335
46,100,-0.468
46,100,-0.443
46,100,-0.459
46,100,-0.502
46,100,-0.524
46,100,-0.382
46,100,-0.474
46,100,-0.2
46,200,0.457
